opportunity_code;company_code;contact_code;description;amount_eur;legacy_status;opened_on;expected_close_on;historical_campaign_code;fair_edition_code;stand_area_sqm;client_budget_eur;requested_height_m;brief_notes
OP014483;CO000878;CO000878-P03;Modular stand with new graphics;33600,00; proposal ;01/08/2026;04/06/2027;;BEAUTY-2027;96,00;33600,00;3,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014484;CO008797;;Custom stand for product launch;60000,00;Proposal;04/07/2026;27/09/2027;CMP-2025-REF;PACK-2027;120,00;60000,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014485;CO006716;CO006716-P02;Exhibition stand with lockable storage;41600,00; qualified ;13/04/2026;08/10/2027;CMP-2025-REF;LIVING-2027;64,00;45760,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014486;CO004635;CO004635-P01;Modular stand with new graphics;48000,00;Open;10/03/2026;01/11/2027;CMP-2024-WEB;FOOD-2027;96,00;52800,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014487;CO002554;CO002554-P02;Custom stand for product launch;120000,00;Lost;14/11/2023;22/05/2024;CMP-2025-EVENT;BEAUTY-2024;240,00;120000,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014488;CO000473;CO000473-P02;Reuse of last edition's stand;56000,00;WON;25/05/2024;10/09/2024;CMP-2026-OUT;PACK-2024;160,00;61600,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014489;CO008392;CO008392-P02;Exhibition stand with lockable storage;68000,00; lost ;23/06/2024;16/09/2024;;LIVING-2024;160,00;61200,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014490;CO006311;CO006311-P01;Reuse of last edition's stand;33600,00;Lost;22/03/2024;06/11/2024;CMP-2025-EVENT;FOOD-2024;96,00;36960,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014491;CO004230;CO004230-P01;Exhibition stand with lockable storage;68000,00;WON;14/02/2025;10/05/2025;CMP-2024-WEB;BEAUTY-2025;160,00;74800,00;;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014492;CO002149;CO002149-P01;Corner stand with demonstration counter;51000,00; lost ;14/05/2025;12/09/2025;CMP-2024-WEB;PACK-2025;120,00;45900,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014493;CO000068;CO000068-P01;Corner stand with demonstration counter;56000,00; lost ;08/06/2025;01/10/2025;CMP-2026-OUT;LIVING-2025;160,00;50400,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014494;CO007987;CO007987-P01;Two-brand stand with shared reception;104000,00;Won;14/06/2025;12/10/2025;;FOOD-2025;160,00;93600,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014495;CO005906;CO005906-P03;Modular stand with new graphics;41600,00;WON;04/12/2025;27/05/2026;CMP-2025-REF;BEAUTY-2026;64,00;37440,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014496;CO003825;CO003825-P01;Corner stand with demonstration counter;48000,00;Lost;04/07/2026;13/09/2026;CMP-2025-REF;PACK-2026;96,00;52800,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014497;CO001744;CO001744-P02;Stand refurbishment and installation;13600,00;OPEN;08/05/2026;21/10/2026;CMP-2024-WEB;LIVING-2026;32,00;14960,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014498;CO009663;CO009663-P01;Modular stand with new graphics;34000,00; proposal ;24/02/2026;08/11/2026;CMP-2026-OUT;FOOD-2026;80,00;30600,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014499;CO007582;CO007582-P02;Stand refurbishment and installation;8400,00; open ;30/07/2026;09/06/2027;;BEAUTY-2027;24,00;8400,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014500;CO005501;CO005501-P02;Custom stand for product launch;38400,00;WON;21/03/2026;;CMP-2025-EVENT;PACK-2027;48,00;42240,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014501;CO003420;;Reuse of last edition's stand;62400,00;Won;19/04/2026;14/10/2027;CMP-2024-WEB;LIVING-2027;96,00;56160,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014502;CO001339;CO001339-P01;Stand refurbishment and installation;51000,00;OPEN;11/04/2026;29/10/2027;CMP-2026-OUT;FOOD-2027;120,00;45900,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014503;CO009258;CO009258-P01;Modular stand with new graphics;32000,00; lost ;17/10/2023;27/05/2024;CMP-2026-OUT;BEAUTY-2024;64,00;32000,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014504;CO007177;CO007177-P01;Modular stand with new graphics;24000,00; lost ;02/03/2024;02/10/2024;CMP-2025-EVENT;PACK-2024;;26400,00;3,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014505;CO005096;CO005096-P01;Corner stand with demonstration counter;102000,00;Lost;02/08/2024;06/10/2024;CMP-2026-OUT;LIVING-2024;240,00;102000,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014506;CO003015;CO003015-P01;Two-brand stand with shared reception;38400,00;Won;05/07/2024;23/11/2024;CMP-2025-REF;FOOD-2024;48,00;42240,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014507;CO000934;CO000934-P02;Corner stand with demonstration counter;41600,00; lost ;21/02/2025;29/04/2025;CMP-2025-REF;BEAUTY-2025;64,00;37440,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014508;CO008853;CO008853-P01;Modular stand with new graphics;56000,00; lost ;02/07/2025;28/08/2025;CMP-2024-WEB;PACK-2025;160,00;61600,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014509;CO006772;CO006772-P02;Stand refurbishment and installation;156000,00;Won;22/02/2025;17/10/2025;CMP-2025-EVENT;LIVING-2025;240,00;171600,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014510;CO004691;CO004691-P03;Reuse of last edition's stand;78000,00; lost ;20/06/2025;27/10/2025;;FOOD-2025;120,00;78000,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014511;CO002610;CO002610-P01;Corner stand with demonstration counter;40800,00;Won;06/02/2026;05/06/2026;CMP-2026-OUT;BEAUTY-2026;96,00;36720,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014512;CO000529;CO000529-P01;Reuse of last edition's stand;192000,00; lost ;12/04/2026;01/09/2026;CMP-2025-REF;PACK-2026;240,00;192000,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014513;CO008448;CO008448-P01;Two-brand stand with shared reception;51200,00;Open;24/05/2026;04/10/2026;;LIVING-2026;64,00;46080,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014514;CO006367;CO006367-P01;Reuse of last edition's stand;51000,00;QUALIFIED;01/08/2026;23/10/2026;CMP-2024-WEB;FOOD-2026;120,00;;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014515;CO004286;CO004286-P02;Stand refurbishment and installation;32000,00;Lost;21/03/2026;03/06/2027;CMP-2025-REF;BEAUTY-2027;64,00;28800,00;3,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014516;CO002205;CO002205-P01;Custom stand for product launch;64000,00;Won;30/05/2026;27/08/2027;CMP-2025-REF;PACK-2027;80,00;57600,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014517;CO000124;CO000124-P02;Two-brand stand with shared reception;80000,00; proposal ;28/05/2026;17/10/2027;CMP-2026-OUT;LIVING-2027;160,00;88000,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014518;CO008043;;Exhibition stand with lockable storage;192000,00; qualified ;02/07/2026;23/10/2027;CMP-2024-WEB;FOOD-2027;240,00;211200,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014519;CO005962;CO005962-P02;Exhibition stand with lockable storage;20800,00;Won;28/02/2024;30/05/2024;;BEAUTY-2024;32,00;22880,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014520;CO003881;CO003881-P01;Corner stand with demonstration counter;80000,00; lost ;24/02/2024;21/09/2024;CMP-2026-OUT;PACK-2024;160,00;88000,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014521;CO001800;CO001800-P01;Exhibition stand with lockable storage;51200,00; lost ;07/06/2024;14/09/2024;CMP-2025-EVENT;LIVING-2024;64,00;51200,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014522;CO009719;CO009719-P03;Two-brand stand with shared reception;156000,00;Won;28/04/2024;14/11/2024;CMP-2024-WEB;FOOD-2024;240,00;171600,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014523;CO007638;CO007638-P01;Two-brand stand with shared reception;25600,00;Lost;05/10/2024;04/05/2025;CMP-2024-WEB;BEAUTY-2025;32,00;28160,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014524;CO005557;CO005557-P01;Corner stand with demonstration counter;11200,00;WON;08/03/2025;03/09/2025;;PACK-2025;32,00;12320,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014525;CO003476;CO003476-P03;Corner stand with demonstration counter;192000,00;Lost;16/04/2025;24/10/2025;CMP-2025-REF;LIVING-2025;240,00;192000,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014526;CO001395;CO001395-P01;Stand refurbishment and installation;48000,00;Lost;15/03/2025;09/10/2025;CMP-2025-EVENT;FOOD-2025;96,00;52800,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014527;CO009314;CO009314-P02;Reuse of last edition's stand;52000,00;Won;10/02/2026;27/05/2026;;BEAUTY-2026;80,00;52000,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014528;CO007233;CO007233-P01;Two-brand stand with shared reception;16000,00;Open;03/06/2026;05/09/2026;CMP-2025-EVENT;PACK-2026;32,00;17600,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014529;CO005152;CO005152-P02;Island stand for distributor meetings;20800,00;Lost;11/07/2026;;;LIVING-2026;32,00;22880,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014530;CO003071;CO003071-P02;Island stand for distributor meetings;33600,00;Lost;20/03/2026;03/11/2026;;FOOD-2026;96,00;30240,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014531;CO000990;CO000990-P01;Corner stand with demonstration counter;38400,00;Open;07/06/2026;01/06/2027;CMP-2025-EVENT;BEAUTY-2027;48,00;38400,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014532;CO008909;CO008909-P01;Corner stand with demonstration counter;120000,00;Proposal;25/05/2026;13/09/2027;CMP-2026-OUT;PACK-2027;240,00;132000,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014533;CO006828;CO006828-P01;Custom stand for product launch;11200,00; qualified ;20/05/2026;12/10/2027;CMP-2026-OUT;LIVING-2027;32,00;11200,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014534;CO004747;CO004747-P01;Reuse of last edition's stand;104000,00;Won;06/07/2026;18/11/2027;;FOOD-2027;160,00;93600,00;;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014535;CO002666;;Stand refurbishment and installation;10200,00;WON;04/03/2024;06/06/2024;CMP-2026-OUT;BEAUTY-2024;24,00;10200,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP014536;CO000585;CO000585-P01;Island stand for distributor meetings;11200,00; lost ;05/07/2024;25/09/2024;CMP-2026-OUT;PACK-2024;32,00;11200,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP014537;CO008504;CO008504-P03;Stand refurbishment and installation;60000,00;Won;11/08/2024;14/10/2024;;LIVING-2024;120,00;66000,00;3,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014538;CO006423;CO006423-P01;Modular stand with new graphics;96000,00;Lost;05/09/2024;17/10/2024;CMP-2025-REF;FOOD-2024;120,00;96000,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP014539;CO004342;CO004342-P02;Reuse of last edition's stand;96000,00;Lost;24/11/2024;30/04/2025;CMP-2025-REF;BEAUTY-2025;120,00;105600,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014540;CO002261;CO002261-P03;Exhibition stand with lockable storage;13600,00;Lost;26/05/2025;18/09/2025;;PACK-2025;32,00;14960,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014541;CO000180;CO000180-P01;Custom stand for product launch;32000,00;Won;07/04/2025;14/09/2025;CMP-2024-WEB;LIVING-2025;;32000,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014542;CO008099;CO008099-P02;Stand refurbishment and installation;68000,00; lost ;01/05/2025;18/10/2025;CMP-2025-EVENT;FOOD-2025;160,00;68000,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014543;CO006018;CO006018-P01;Exhibition stand with lockable storage;40000,00; lost ;10/12/2025;16/05/2026;;BEAUTY-2026;80,00;40000,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014544;CO003937;CO003937-P01;Custom stand for product launch;156000,00; proposal ;16/03/2026;23/08/2026;CMP-2025-EVENT;PACK-2026;240,00;156000,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014545;CO001856;CO001856-P02;Stand refurbishment and installation;128000,00;Lost;06/07/2026;10/10/2026;;LIVING-2026;160,00;140800,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014546;CO009775;CO009775-P01;Custom stand for product launch;13600,00;OPEN;17/03/2026;23/10/2026;CMP-2024-WEB;FOOD-2026;32,00;14960,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014547;CO007694;CO007694-P01;Two-brand stand with shared reception;84000,00;Open;12/07/2026;03/06/2027;CMP-2024-WEB;BEAUTY-2027;240,00;75600,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP014548;CO005613;CO005613-P01;Custom stand for product launch;8400,00;Proposal;13/03/2026;12/09/2027;CMP-2025-EVENT;PACK-2027;24,00;9240,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP014549;CO003532;CO003532-P02;Reuse of last edition's stand;27200,00;Won;28/04/2026;25/09/2027;CMP-2024-WEB;LIVING-2027;64,00;29920,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP014550;CO001451;CO001451-P01;Corner stand with demonstration counter;19200,00;QUALIFIED;11/03/2026;14/11/2027;CMP-2026-OUT;FOOD-2027;24,00;19200,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
